"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.968105747E2,-3.659999967E-1,-1.082000017E0,-6.370000243E-1
1.968155365E2,-3.659999967E-1,-1.082000017E0,-6.370000243E-1
1.968204981E2,-7.670000196E-1,-1.190000027E-1,-2.226999998E0
1.968254589E2,-7.670000196E-1,-1.190000027E-1,-2.226999998E0
1.968304196E2,-7.670000196E-1,-1.190000027E-1,-2.226999998E0
1.968353804E2,-7.670000196E-1,-1.190000027E-1,-2.226999998E0
1.968403411E2,-7.350000143E-1,6.480000019E-1,-3.457999945E0
1.968453017E2,-7.350000143E-1,6.480000019E-1,-3.457999945E0
1.968502624E2,-7.350000143E-1,6.480000019E-1,-3.457999945E0
1.968552241E2,-3.319999874E-1,1.217000008E0,-4.581999779E0
1.968601860E2,-3.319999874E-1,1.217000008E0,-4.581999779E0
1.968651479E2,-3.319999874E-1,1.217000008E0,-4.581999779E0
1.968701092E2,3.000000026E-3,9.480000138E-1,-4.721000195E0
1.968750700E2,3.000000026E-3,9.480000138E-1,-4.721000195E0
1.968800308E2,3.000000026E-3,9.480000138E-1,-4.721000195E0
1.968849921E2,4.079999924E-1,6.280000210E-1,-2.694999933E0
1.968899540E2,4.079999924E-1,6.280000210E-1,-2.694999933E0
1.968949159E2,4.079999924E-1,6.280000210E-1,-2.694999933E0
1.968998779E2,2.809999883E-1,2.800000086E-2,-6.000000238E-1
1.969048403E2,2.809999883E-1,2.800000086E-2,-6.000000238E-1
1.969098027E2,2.809999883E-1,2.800000086E-2,-6.000000238E-1
1.969147652E2,2.809999883E-1,2.800000086E-2,-6.000000238E-1
1.969197292E2,3.959999979E-1,1.439999938E-1,9.269999862E-1
1.969246932E2,3.959999979E-1,1.439999938E-1,9.269999862E-1
1.969296572E2,3.959999979E-1,1.439999938E-1,9.269999862E-1
1.969346198E2,6.510000229E-1,5.019999743E-1,5.809999704E-1
1.969395822E2,6.510000229E-1,5.019999743E-1,5.809999704E-1
1.969445445E2,6.510000229E-1,5.019999743E-1,5.809999704E-1
1.969496975E2,4.930000007E-1,3.639999926E-1,-3.740000129E-1
1.969549711E2,4.930000007E-1,3.639999926E-1,-3.740000129E-1
1.969602447E2,4.930000007E-1,3.639999926E-1,-3.740000129E-1
1.969653899E2,6.560000181E-1,1.411000013E0,-4.499999881E-1
1.969703523E2,6.560000181E-1,1.411000013E0,-4.499999881E-1
1.969753147E2,6.560000181E-1,1.411000013E0,-4.499999881E-1
1.969802768E2,-3.389999866E-1,1.253000021E0,9.099999815E-2
1.969852383E2,-3.389999866E-1,1.253000021E0,9.099999815E-2
1.969901997E2,-3.389999866E-1,1.253000021E0,9.099999815E-2
1.969951612E2,-3.389999866E-1,1.253000021E0,9.099999815E-2
1.970001235E2,-8.259999752E-1,1.230000019E0,8.899999857E-1
1.970050857E2,-8.259999752E-1,1.230000019E0,8.899999857E-1
1.970100480E2,-8.259999752E-1,1.230000019E0,8.899999857E-1
1.970150102E2,-7.340000272E-1,6.710000038E-1,1.453999996E0
1.970199723E2,-7.340000272E-1,6.710000038E-1,1.453999996E0
1.970249344E2,-7.340000272E-1,6.710000038E-1,1.453999996E0
1.970298967E2,-1.500000060E-1,1.199999973E-1,1.664000034E0
1.970348590E2,-1.500000060E-1,1.199999973E-1,1.664000034E0
1.970398214E2,-1.500000060E-1,1.199999973E-1,1.664000034E0
1.970447838E2,7.400000095E-2,-1.049999967E-1,1.643000007E0
1.970497464E2,7.400000095E-2,-1.049999967E-1,1.643000007E0
1.970547090E2,7.400000095E-2,-1.049999967E-1,1.643000007E0
1.970596715E2,3.400000185E-2,-3.310000002E-1,2.000999928E0
1.970646336E2,3.400000185E-2,-3.310000002E-1,2.000999928E0
1.970695957E2,3.400000185E-2,-3.310000002E-1,2.000999928E0
1.970745578E2,3.400000185E-2,-3.310000002E-1,2.000999928E0
1.970795193E2,1.230000034E-1,-8.100000024E-1,3.032999992E0
1.970844808E2,1.230000034E-1,-8.100000024E-1,3.032999992E0
1.970894423E2,1.230000034E-1,-8.100000024E-1,3.032999992E0
1.970944048E2,9.899999946E-2,-9.729999900E-1,3.447999954E0
1.970993674E2,9.899999946E-2,-9.729999900E-1,3.447999954E0
1.971043300E2,9.899999946E-2,-9.729999900E-1,3.447999954E0
1.971092917E2,7.699999958E-2,-7.070000172E-1,3.756999969E0
1.971142529E2,7.699999958E-2,-7.070000172E-1,3.756999969E0
1.971192140E2,7.699999958E-2,-7.070000172E-1,3.756999969E0
1.971241751E2,-3.249999881E-1,-4.099999964E-1,3.614000082E0
1.971291360E2,-3.249999881E-1,-4.099999964E-1,3.614000082E0
1.971340970E2,-3.249999881E-1,-4.099999964E-1,3.614000082E0
1.971390583E2,-2.520000041E-1,7.299999893E-2,3.155999899E0
1.971440208E2,-2.520000041E-1,7.299999893E-2,3.155999899E0
1.971489833E2,-2.520000041E-1,7.299999893E-2,3.155999899E0
1.971539458E2,-2.520000041E-1,7.299999893E-2,3.155999899E0
1.971589073E2,-2.500000000E-1,4.480000138E-1,2.450000048E0
1.971638688E2,-2.500000000E-1,4.480000138E-1,2.450000048E0
1.971688303E2,-2.500000000E-1,4.480000138E-1,2.450000048E0
1.971737924E2,-2.310000062E-1,6.290000081E-1,1.998999953E0
1.971787547E2,-2.310000062E-1,6.290000081E-1,1.998999953E0
1.971837169E2,-2.310000062E-1,6.290000081E-1,1.998999953E0
1.971886790E2,6.700000167E-2,3.930000067E-1,1.779999971E0
1.971936410E2,6.700000167E-2,3.930000067E-1,1.779999971E0
1.971986030E2,6.700000167E-2,3.930000067E-1,1.779999971E0
1.972035653E2,9.099999815E-2,3.799999952E-1,9.860000014E-1
1.972085281E2,9.099999815E-2,3.799999952E-1,9.860000014E-1
1.972134909E2,9.099999815E-2,3.799999952E-1,9.860000014E-1
1.972184537E2,2.380000055E-1,2.010000050E-1,6.219999790E-1
1.972234165E2,2.380000055E-1,2.010000050E-1,6.219999790E-1
1.972283793E2,2.380000055E-1,2.010000050E-1,6.219999790E-1
1.972333421E2,2.380000055E-1,2.010000050E-1,6.219999790E-1
1.972383039E2,2.479999959E-1,-2.960000038E-1,6.510000229E-1
1.972432657E2,2.479999959E-1,-2.960000038E-1,6.510000229E-1
1.972482275E2,2.479999959E-1,-2.960000038E-1,6.510000229E-1
1.972531889E2,6.899999827E-2,-6.069999933E-1,7.730000019E-1
1.972581503E2,6.899999827E-2,-6.069999933E-1,7.730000019E-1
1.972631116E2,6.899999827E-2,-6.069999933E-1,7.730000019E-1
1.972680726E2,-1.700000018E-1,-5.979999900E-1,1.580000073E-1
1.972730335E2,-1.700000018E-1,-5.979999900E-1,1.580000073E-1
1.972779944E2,-1.700000018E-1,-5.979999900E-1,1.580000073E-1
1.972829554E2,-5.970000029E-1,-5.379999876E-1,-5.059999824E-1
1.972879165E2,-5.970000029E-1,-5.379999876E-1,-5.059999824E-1
1.972928777E2,-5.970000029E-1,-5.379999876E-1,-5.059999824E-1
1.972978388E2,-7.599999905E-1,-6.010000110E-1,-7.020000219E-1
1.973027998E2,-7.599999905E-1,-6.010000110E-1,-7.020000219E-1
1.973077609E2,-7.599999905E-1,-6.010000110E-1,-7.020000219E-1
1.973127220E2,-7.599999905E-1,-6.010000110E-1,-7.020000219E-1
1.973176832E2,-1.001999974E0,-3.319999874E-1,-1.175999999E0
1.973226445E2,-1.001999974E0,-3.319999874E-1,-1.175999999E0
1.973276057E2,-1.001999974E0,-3.319999874E-1,-1.175999999E0
1.973325677E2,-5.799999833E-1,-4.000000060E-1,-2.032999992E0
1.973375300E2,-5.799999833E-1,-4.000000060E-1,-2.032999992E0
1.973424922E2,-5.799999833E-1,-4.000000060E-1,-2.032999992E0
1.973474547E2,2.109999955E-1,-7.049999833E-1,-2.852999926E0
1.973524174E2,2.109999955E-1,-7.049999833E-1,-2.852999926E0
1.973573801E2,2.109999955E-1,-7.049999833E-1,-2.852999926E0
1.973623423E2,7.000000030E-2,-6.349999905E-1,-2.719000101E0
1.973673037E2,7.000000030E-2,-6.349999905E-1,-2.719000101E0
1.973722651E2,7.000000030E-2,-6.349999905E-1,-2.719000101E0
1.973772266E2,1.099999994E-2,-5.709999800E-1,-1.519999981E0
1.973821881E2,1.099999994E-2,-5.709999800E-1,-1.519999981E0
1.973871497E2,1.099999994E-2,-5.709999800E-1,-1.519999981E0
1.973921112E2,1.099999994E-2,-5.709999800E-1,-1.519999981E0
1.973970736E2,3.959999979E-1,-7.429999709E-1,-1.315000057E0
1.974020360E2,3.959999979E-1,-7.429999709E-1,-1.315000057E0
1.974069984E2,3.959999979E-1,-7.429999709E-1,-1.315000057E0
1.974119609E2,6.660000086E-1,-4.300000072E-1,-1.669000030E0
1.974169234E2,6.660000086E-1,-4.300000072E-1,-1.669000030E0
1.974218859E2,6.660000086E-1,-4.300000072E-1,-1.669000030E0
1.974268480E2,6.520000100E-1,6.000000052E-3,-3.056999922E0
1.974318099E2,6.520000100E-1,6.000000052E-3,-3.056999922E0
1.974367719E2,6.520000100E-1,6.000000052E-3,-3.056999922E0
1.974417338E2,5.939999819E-1,4.709999859E-1,-4.182000160E0
1.974466957E2,5.939999819E-1,4.709999859E-1,-4.182000160E0
1.974516577E2,5.939999819E-1,4.709999859E-1,-4.182000160E0
1.974566195E2,7.889999747E-1,7.260000110E-1,-4.387000084E0
1.974615811E2,7.889999747E-1,7.260000110E-1,-4.387000084E0
1.974665426E2,7.889999747E-1,7.260000110E-1,-4.387000084E0
1.974715042E2,7.889999747E-1,7.260000110E-1,-4.387000084E0
1.974764659E2,4.499999881E-1,3.980000019E-1,-2.872999907E0
1.974814277E2,4.499999881E-1,3.980000019E-1,-2.872999907E0
1.974863894E2,4.499999881E-1,3.980000019E-1,-2.872999907E0
1.974913514E2,4.699999839E-2,1.449999958E-1,-1.304000020E0
1.974963135E2,4.699999839E-2,1.449999958E-1,-1.304000020E0
1.975012756E2,4.699999839E-2,1.449999958E-1,-1.304000020E0
1.975062379E2,-1.879999936E-1,5.590000153E-1,-4.589999914E-1
1.975112003E2,-1.879999936E-1,5.590000153E-1,-4.589999914E-1
1.975161627E2,-1.879999936E-1,5.590000153E-1,-4.589999914E-1
1.975211247E2,-4.399999976E-2,7.490000129E-1,-1.860000044E-1
1.975260864E2,-4.399999976E-2,7.490000129E-1,-1.860000044E-1
1.975310480E2,-4.399999976E-2,7.490000129E-1,-1.860000044E-1
1.975360096E2,2.060000002E-1,8.859999776E-1,-1.199999973E-1
1.975409711E2,2.060000002E-1,8.859999776E-1,-1.199999973E-1
1.975459325E2,2.060000002E-1,8.859999776E-1,-1.199999973E-1
1.975508940E2,2.060000002E-1,8.859999776E-1,-1.199999973E-1
1.975558554E2,7.390000224E-1,1.169999957E0,-4.920000136E-1
1.975608167E2,7.390000224E-1,1.169999957E0,-4.920000136E-1
1.975657780E2,7.390000224E-1,1.169999957E0,-4.920000136E-1
1.975707393E2,4.589999914E-1,8.909999728E-1,-7.500000298E-2
1.975757007E2,4.589999914E-1,8.909999728E-1,-7.500000298E-2
1.975806621E2,4.589999914E-1,8.909999728E-1,-7.500000298E-2
1.975856233E2,2.049999982E-1,6.669999957E-1,9.840000272E-1
1.975905846E2,2.049999982E-1,6.669999957E-1,9.840000272E-1
1.975955458E2,2.049999982E-1,6.669999957E-1,9.840000272E-1
1.976005078E2,8.399999887E-2,2.960000038E-1,1.847000003E0
1.976054707E2,8.399999887E-2,2.960000038E-1,1.847000003E0
1.976104337E2,8.399999887E-2,2.960000038E-1,1.847000003E0
1.976153965E2,-2.300000042E-1,2.759999931E-1,2.507999897E0
1.976203585E2,-2.300000042E-1,2.759999931E-1,2.507999897E0
1.976253206E2,-2.300000042E-1,2.759999931E-1,2.507999897E0
1.976302826E2,-2.300000042E-1,2.759999931E-1,2.507999897E0
1.976352430E2,-3.330000043E-1,-1.459999979E-1,2.852999926E0
1.976402033E2,-3.330000043E-1,-1.459999979E-1,2.852999926E0
1.976451637E2,-3.330000043E-1,-1.459999979E-1,2.852999926E0
1.976501243E2,-2.930000126E-1,-3.149999976E-1,2.979000092E0
1.976550849E2,-2.930000126E-1,-3.149999976E-1,2.979000092E0
1.976600455E2,-2.930000126E-1,-3.149999976E-1,2.979000092E0
1.976650065E2,-8.059999943E-1,-7.020000219E-1,3.459000111E0
1.976699679E2,-8.059999943E-1,-7.020000219E-1,3.459000111E0
1.976749292E2,-8.059999943E-1,-7.020000219E-1,3.459000111E0
1.976798906E2,-8.040000200E-1,-4.359999895E-1,3.509999990E0
1.976848523E2,-8.040000200E-1,-4.359999895E-1,3.509999990E0
1.976898139E2,-8.040000200E-1,-4.359999895E-1,3.509999990E0
1.976947755E2,-8.379999995E-1,-2.989999950E-1,3.015000105E0
1.976997371E2,-8.379999995E-1,-2.989999950E-1,3.015000105E0
1.977046988E2,-8.379999995E-1,-2.989999950E-1,3.015000105E0
1.977096604E2,-8.379999995E-1,-2.989999950E-1,3.015000105E0
1.977146224E2,-4.580000043E-1,-9.999999776E-3,2.101999998E0
1.977195843E2,-4.580000043E-1,-9.999999776E-3,2.101999998E0
1.977245463E2,-4.580000043E-1,-9.999999776E-3,2.101999998E0
1.977295083E2,-4.519999921E-1,2.029999942E-1,2.026999950E0
1.977344704E2,-4.519999921E-1,2.029999942E-1,2.026999950E0
1.977394325E2,-4.519999921E-1,2.029999942E-1,2.026999950E0
1.977443943E2,-2.800000012E-1,3.199999928E-1,1.715000033E0
1.977493560E2,-2.800000012E-1,3.199999928E-1,1.715000033E0
1.977543176E2,-2.800000012E-1,3.199999928E-1,1.715000033E0
1.977592797E2,-1.270000041E-1,2.199999988E-2,1.393000007E0
1.977642424E2,-1.270000041E-1,2.199999988E-2,1.393000007E0
1.977692051E2,-1.270000041E-1,2.199999988E-2,1.393000007E0
1.977741675E2,-1.239999980E-1,-8.799999952E-2,1.113000035E0
1.977791288E2,-1.239999980E-1,-8.799999952E-2,1.113000035E0
1.977840902E2,-1.239999980E-1,-8.799999952E-2,1.113000035E0
1.977890515E2,-1.239999980E-1,-8.799999952E-2,1.113000035E0
1.977940142E2,-3.700000048E-2,-2.879999876E-1,4.629999995E-1
1.977989768E2,-3.700000048E-2,-2.879999876E-1,4.629999995E-1
1.978039393E2,-3.700000048E-2,-2.879999876E-1,4.629999995E-1
1.978089013E2,-2.660000026E-1,-1.529999971E-1,3.700000048E-2
1.978138630E2,-2.660000026E-1,-1.529999971E-1,3.700000048E-2
1.978188247E2,-2.660000026E-1,-1.529999971E-1,3.700000048E-2
1.978237868E2,-9.200000018E-2,8.299999684E-2,1.129999980E-1
1.978287490E2,-9.200000018E-2,8.299999684E-2,1.129999980E-1
1.978337112E2,-9.200000018E-2,8.299999684E-2,1.129999980E-1
1.978386736E2,-1.299999952E-1,2.419999987E-1,-3.790000081E-1
1.978436363E2,-1.299999952E-1,2.419999987E-1,-3.790000081E-1
1.978485990E2,-1.299999952E-1,2.419999987E-1,-3.790000081E-1
1.978535617E2,-1.099999994E-1,3.199999928E-1,-7.739999890E-1
1.978585245E2,-1.099999994E-1,3.199999928E-1,-7.739999890E-1
1.978634873E2,-1.099999994E-1,3.199999928E-1,-7.739999890E-1
1.978684501E2,-1.099999994E-1,3.199999928E-1,-7.739999890E-1
1.978734134E2,3.050000072E-1,1.870000064E-1,-1.011999965E0
1.978783766E2,3.050000072E-1,1.870000064E-1,-1.011999965E0
1.978833399E2,3.050000072E-1,1.870000064E-1,-1.011999965E0
1.978883023E2,1.439999938E-1,7.400000095E-2,-1.157999992E0
1.978932646E2,1.439999938E-1,7.400000095E-2,-1.157999992E0
1.978982268E2,1.439999938E-1,7.400000095E-2,-1.157999992E0
1.979031890E2,3.299999982E-2,1.400000006E-1,-1.296000004E0
1.979081512E2,3.299999982E-2,1.400000006E-1,-1.296000004E0
1.979131135E2,3.299999982E-2,1.400000006E-1,-1.296000004E0
1.979180755E2,-2.269999981E-1,1.679999977E-1,-1.779000044E0
1.979230373E2,-2.269999981E-1,1.679999977E-1,-1.779000044E0
1.979279992E2,-2.269999981E-1,1.679999977E-1,-1.779000044E0
1.979329611E2,-4.519999921E-1,-3.639999926E-1,-1.751000047E0
1.979379235E2,-4.519999921E-1,-3.639999926E-1,-1.751000047E0
1.979428859E2,-4.519999921E-1,-3.639999926E-1,-1.751000047E0
1.979478482E2,-4.519999921E-1,-3.639999926E-1,-1.751000047E0
1.979528099E2,1.550000012E-1,-9.430000186E-1,-1.480000019E0
1.979577715E2,1.550000012E-1,-9.430000186E-1,-1.480000019E0
1.979627332E2,1.550000012E-1,-9.430000186E-1,-1.480000019E0
1.979676947E2,1.679999977E-1,-8.799999952E-1,-1.952000022E0
1.979726563E2,1.679999977E-1,-8.799999952E-1,-1.952000022E0
1.979776178E2,1.679999977E-1,-8.799999952E-1,-1.952000022E0
1.979825798E2,-1.580000073E-1,-1.000000015E-1,-2.818000078E0
1.979875419E2,-1.580000073E-1,-1.000000015E-1,-2.818000078E0
1.979925040E2,-1.580000073E-1,-1.000000015E-1,-2.818000078E0
1.979974664E2,-2.660000026E-1,3.120000064E-1,-3.865000010E0
1.980024294E2,-2.660000026E-1,3.120000064E-1,-3.865000010E0
1.980073924E2,-2.660000026E-1,3.120000064E-1,-3.865000010E0
1.980123552E2,1.150000021E-1,8.389999866E-1,-4.489999771E0
1.980173177E2,1.150000021E-1,8.389999866E-1,-4.489999771E0
1.980222802E2,1.150000021E-1,8.389999866E-1,-4.489999771E0
1.980272427E2,1.150000021E-1,8.389999866E-1,-4.489999771E0
1.980322041E2,3.819999993E-1,9.950000048E-1,-3.628999949E0
1.980371656E2,3.819999993E-1,9.950000048E-1,-3.628999949E0
1.980421270E2,3.819999993E-1,9.950000048E-1,-3.628999949E0
1.980470896E2,8.809999824E-1,7.329999804E-1,-2.086999893E0
1.980520524E2,8.809999824E-1,7.329999804E-1,-2.086999893E0
1.980570153E2,8.809999824E-1,7.329999804E-1,-2.086999893E0
1.980619775E2,1.330999970E0,5.260000229E-1,-9.229999781E-1
1.980669394E2,1.330999970E0,5.260000229E-1,-9.229999781E-1
1.980719012E2,1.330999970E0,5.260000229E-1,-9.229999781E-1
1.980768633E2,1.213000059E0,4.869999886E-1,-2.389999926E-1
1.980818257E2,1.213000059E0,4.869999886E-1,-2.389999926E-1
1.980867881E2,1.213000059E0,4.869999886E-1,-2.389999926E-1
1.980917506E2,7.599999905E-1,5.849999785E-1,9.799999744E-2
1.980967133E2,7.599999905E-1,5.849999785E-1,9.799999744E-2
1.981016761E2,7.599999905E-1,5.849999785E-1,9.799999744E-2
1.981066389E2,7.599999905E-1,5.849999785E-1,9.799999744E-2
1.981116000E2,1.099999994E-1,6.449999809E-1,-3.339999914E-1
1.981165612E2,1.099999994E-1,6.449999809E-1,-3.339999914E-1
1.981215223E2,1.099999994E-1,6.449999809E-1,-3.339999914E-1
1.981264841E2,-3.670000136E-1,5.740000010E-1,2.600000054E-2
1.981314459E2,-3.670000136E-1,5.740000010E-1,2.600000054E-2
1.981364078E2,-3.670000136E-1,5.740000010E-1,2.600000054E-2
1.981413703E2,-6.489999890E-1,5.370000005E-1,3.599999845E-2
1.981463332E2,-6.489999890E-1,5.370000005E-1,3.599999845E-2
1.981512962E2,-6.489999890E-1,5.370000005E-1,3.599999845E-2
1.981562591E2,-9.269999862E-1,3.199999928E-1,1.000000047E-3
1.981612220E2,-9.269999862E-1,3.199999928E-1,1.000000047E-3
1.981661849E2,-9.269999862E-1,3.199999928E-1,1.000000047E-3
1.981711477E2,-9.309999943E-1,1.340000033E-1,5.030000210E-1
1.981761105E2,-9.309999943E-1,1.340000033E-1,5.030000210E-1
1.981810733E2,-9.309999943E-1,1.340000033E-1,5.030000210E-1
1.981860361E2,-9.309999943E-1,1.340000033E-1,5.030000210E-1
1.981909996E2,-7.870000005E-1,8.799999952E-2,8.220000267E-1
1.981959631E2,-7.870000005E-1,8.799999952E-2,8.220000267E-1
1.982009266E2,-7.870000005E-1,8.799999952E-2,8.220000267E-1
1.982058895E2,-3.970000148E-1,-4.399999976E-2,1.144000053E0
1.982108522E2,-3.970000148E-1,-4.399999976E-2,1.144000053E0
1.982158150E2,-3.970000148E-1,-4.399999976E-2,1.144000053E0
1.982207780E2,8.600000292E-2,-6.819999814E-1,1.728999972E0
1.982257412E2,8.600000292E-2,-6.819999814E-1,1.728999972E0
1.982307044E2,8.600000292E-2,-6.819999814E-1,1.728999972E0
1.982356675E2,1.570000052E-1,-8.220000267E-1,2.812000036E0
1.982406305E2,1.570000052E-1,-8.220000267E-1,2.812000036E0
1.982455934E2,1.570000052E-1,-8.220000267E-1,2.812000036E0
1.982505563E2,1.799999923E-2,-6.819999814E-1,3.213999987E0
1.982555190E2,1.799999923E-2,-6.819999814E-1,3.213999987E0
1.982604817E2,1.799999923E-2,-6.819999814E-1,3.213999987E0
1.982654444E2,1.799999923E-2,-6.819999814E-1,3.213999987E0
1.982704076E2,2.300000042E-1,-8.920000196E-1,3.430999994E0
1.982753707E2,2.300000042E-1,-8.920000196E-1,3.430999994E0
1.982803338E2,2.300000042E-1,-8.920000196E-1,3.430999994E0
1.982852982E2,-1.640000045E-1,-9.330000281E-1,3.509999990E0
1.982902630E2,-1.640000045E-1,-9.330000281E-1,3.509999990E0
1.982952278E2,-1.640000045E-1,-9.330000281E-1,3.509999990E0
1.983001928E2,-1.539999992E-1,-7.329999804E-1,3.627000093E0
1.983051579E2,-1.539999992E-1,-7.329999804E-1,3.627000093E0
1.983101230E2,-1.539999992E-1,-7.329999804E-1,3.627000093E0
1.983150886E2,-3.009999990E-1,-1.070000008E-1,3.456000090E0
1.983200548E2,-3.009999990E-1,-1.070000008E-1,3.456000090E0
1.983250210E2,-3.009999990E-1,-1.070000008E-1,3.456000090E0
1.983299868E2,-2.160000056E-1,6.470000148E-1,2.885999918E0
1.983349508E2,-2.160000056E-1,6.470000148E-1,2.885999918E0
1.983399149E2,-2.160000056E-1,6.470000148E-1,2.885999918E0
1.983448789E2,-2.160000056E-1,6.470000148E-1,2.885999918E0
1.983498427E2,-4.569999874E-1,8.899999857E-1,1.726999998E0
1.983548064E2,-4.569999874E-1,8.899999857E-1,1.726999998E0
1.983597702E2,-4.569999874E-1,8.899999857E-1,1.726999998E0
1.983647347E2,2.119999975E-1,6.610000134E-1,6.869999766E-1
1.983696993E2,2.119999975E-1,6.610000134E-1,6.869999766E-1
1.983746639E2,2.119999975E-1,6.610000134E-1,6.869999766E-1
1.983796275E2,4.040000141E-1,4.280000031E-1,6.899999827E-2
1.983845903E2,4.040000141E-1,4.280000031E-1,6.899999827E-2
1.983895532E2,4.040000141E-1,4.280000031E-1,6.899999827E-2
1.983945163E2,4.040000141E-1,-1.689999998E-1,3.599999845E-2
1.983994795E2,4.040000141E-1,-1.689999998E-1,3.599999845E-2
1.984044428E2,4.040000141E-1,-1.689999998E-1,3.599999845E-2
1.984094060E2,2.969999909E-1,-7.400000095E-2,2.370000035E-1
1.984143685E2,2.969999909E-1,-7.400000095E-2,2.370000035E-1
1.984193311E2,2.969999909E-1,-7.400000095E-2,2.370000035E-1
1.984242937E2,2.969999909E-1,-7.400000095E-2,2.370000035E-1
1.984292562E2,-3.219999969E-1,-7.400000095E-2,-3.000000026E-3
1.984342187E2,-3.219999969E-1,-7.400000095E-2,-3.000000026E-3
1.984391812E2,-3.219999969E-1,-7.400000095E-2,-3.000000026E-3
1.984441444E2,-5.170000196E-1,2.460000068E-1,-6.890000105E-1
1.984491078E2,-5.170000196E-1,2.460000068E-1,-6.890000105E-1
1.984540712E2,-5.170000196E-1,2.460000068E-1,-6.890000105E-1
1.984590344E2,-4.860000014E-1,9.300000221E-2,-1.447000027E0
1.984639974E2,-4.860000014E-1,9.300000221E-2,-1.447000027E0
1.984689605E2,-4.860000014E-1,9.300000221E-2,-1.447000027E0
1.984739235E2,-2.179999948E-1,-1.840000004E-1,-1.860000014E0
1.984788863E2,-2.179999948E-1,-1.840000004E-1,-1.860000014E0
1.984838491E2,-2.179999948E-1,-1.840000004E-1,-1.860000014E0
1.984888120E2,-4.670000076E-1,-2.669999897E-1,-2.039000034E0
1.984937754E2,-4.670000076E-1,-2.669999897E-1,-2.039000034E0
1.984987388E2,-4.670000076E-1,-2.669999897E-1,-2.039000034E0
1.985037021E2,-4.670000076E-1,-2.669999897E-1,-2.039000034E0
1.985086663E2,-2.070000023E-1,-7.919999957E-1,-2.046999931E0
1.985136305E2,-2.070000023E-1,-7.919999957E-1,-2.046999931E0
1.985185948E2,-2.070000023E-1,-7.919999957E-1,-2.046999931E0
1.985235586E2,2.730000019E-1,-9.869999886E-1,-1.480999947E0
1.985285224E2,2.730000019E-1,-9.869999886E-1,-1.480999947E0
1.985334861E2,2.730000019E-1,-9.869999886E-1,-1.480999947E0
1.985384509E2,6.029999852E-1,-8.280000091E-1,-1.370000005E0
1.985434162E2,6.029999852E-1,-8.280000091E-1,-1.370000005E0
1.985483816E2,6.029999852E-1,-8.280000091E-1,-1.370000005E0
1.985533466E2,6.729999781E-1,-7.329999804E-1,-1.809999943E0
1.985583113E2,6.729999781E-1,-7.329999804E-1,-1.809999943E0
1.985632759E2,6.729999781E-1,-7.329999804E-1,-1.809999943E0
1.985682403E2,5.249999762E-1,-6.600000262E-1,-2.308000088E0
1.985732037E2,5.249999762E-1,-6.600000262E-1,-2.308000088E0
1.985781671E2,5.249999762E-1,-6.600000262E-1,-2.308000088E0
1.985831304E2,5.249999762E-1,-6.600000262E-1,-2.308000088E0
1.985880939E2,3.319999874E-1,-4.250000119E-1,-2.829999924E0
1.985930574E2,3.319999874E-1,-4.250000119E-1,-2.829999924E0
1.985980208E2,3.319999874E-1,-4.250000119E-1,-2.829999924E0
1.986029843E2,1.599999964E-1,2.590000033E-1,-3.267999887E0
1.986079479E2,1.599999964E-1,2.590000033E-1,-3.267999887E0
1.986129115E2,1.599999964E-1,2.590000033E-1,-3.267999887E0
1.986178749E2,5.299999937E-2,5.740000010E-1,-3.138999939E0
1.986228383E2,5.299999937E-2,5.740000010E-1,-3.138999939E0
1.986278017E2,5.299999937E-2,5.740000010E-1,-3.138999939E0
1.986327652E2,1.600000076E-2,6.399999857E-1,-2.385999918E0
1.986377290E2,1.600000076E-2,6.399999857E-1,-2.385999918E0
1.986426927E2,1.600000076E-2,6.399999857E-1,-2.385999918E0
1.986476562E2,-3.200000152E-2,5.559999943E-1,-1.707999945E0
1.986526191E2,-3.200000152E-2,5.559999943E-1,-1.707999945E0
1.986575820E2,-3.200000152E-2,5.559999943E-1,-1.707999945E0
1.986625449E2,-3.200000152E-2,5.559999943E-1,-1.707999945E0
1.986675086E2,4.090000093E-1,1.126999974E0,-1.024000049E0
1.986724722E2,4.090000093E-1,1.126999974E0,-1.024000049E0
1.986774358E2,4.090000093E-1,1.126999974E0,-1.024000049E0
1.986823989E2,3.959999979E-1,1.218000054E0,-7.829999924E-1
1.986873618E2,3.959999979E-1,1.218000054E0,-7.829999924E-1
1.986923248E2,3.959999979E-1,1.218000054E0,-7.829999924E-1
1.986972878E2,4.880000055E-1,1.254999995E0,-5.059999824E-1
1.987022508E2,4.880000055E-1,1.254999995E0,-5.059999824E-1
1.987072138E2,4.880000055E-1,1.254999995E0,-5.059999824E-1
1.987121766E2,2.939999998E-1,1.128000021E0,9.700000286E-2
1.987171390E2,2.939999998E-1,1.128000021E0,9.700000286E-2
1.987221014E2,2.939999998E-1,1.128000021E0,9.700000286E-2
1.987270636E2,7.500000298E-2,9.309999943E-1,9.570000172E-1
1.987320253E2,7.500000298E-2,9.309999943E-1,9.570000172E-1
1.987369871E2,7.500000298E-2,9.309999943E-1,9.570000172E-1
1.987419488E2,7.500000298E-2,9.309999943E-1,9.570000172E-1
