"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.838114569E1,-1.330999970E0,-4.569999874E-1,-1.483999968E0
5.838609155E1,-1.330999970E0,-4.569999874E-1,-1.483999968E0
5.839103660E1,-1.360999942E0,-2.319999933E-1,-2.529000044E0
5.839598152E1,-1.360999942E0,-2.319999933E-1,-2.529000044E0
5.840092643E1,-1.360999942E0,-2.319999933E-1,-2.529000044E0
5.840587192E1,-9.029999971E-1,2.150000036E-1,-2.855999947E0
5.841081780E1,-9.029999971E-1,2.150000036E-1,-2.855999947E0
5.841576369E1,-9.029999971E-1,2.150000036E-1,-2.855999947E0
5.842070919E1,-1.089999974E-1,2.460000068E-1,-3.094000101E0
5.842565410E1,-1.089999974E-1,2.460000068E-1,-3.094000101E0
5.843059901E1,-1.089999974E-1,2.460000068E-1,-3.094000101E0
5.843554379E1,3.120000064E-1,1.003999949E0,-3.924000025E0
5.844048822E1,3.120000064E-1,1.003999949E0,-3.924000025E0
5.844543265E1,3.120000064E-1,1.003999949E0,-3.924000025E0
5.845037708E1,3.120000064E-1,1.003999949E0,-3.924000025E0
5.845532112E1,1.030000001E-1,1.937999964E0,-3.134999990E0
5.846026516E1,1.030000001E-1,1.937999964E0,-3.134999990E0
5.846520920E1,1.030000001E-1,1.937999964E0,-3.134999990E0
5.847015540E1,7.260000110E-1,1.567999959E0,-1.536000013E0
5.847510209E1,7.260000110E-1,1.567999959E0,-1.536000013E0
5.848004879E1,7.260000110E-1,1.567999959E0,-1.536000013E0
5.848499455E1,1.299999952E0,7.450000048E-1,-4.490000010E-1
5.848993978E1,1.299999952E0,7.450000048E-1,-4.490000010E-1
5.849488500E1,1.299999952E0,7.450000048E-1,-4.490000010E-1
5.849983028E1,1.404999971E0,4.600000009E-2,2.860000134E-1
5.850477557E1,1.404999971E0,4.600000009E-2,2.860000134E-1
5.850972085E1,1.404999971E0,4.600000009E-2,2.860000134E-1
5.851466619E1,1.090999961E0,2.169999927E-1,5.070000291E-1
5.851961176E1,1.090999961E0,2.169999927E-1,5.070000291E-1
5.852455734E1,1.090999961E0,2.169999927E-1,5.070000291E-1
5.852950291E1,1.090999961E0,2.169999927E-1,5.070000291E-1
5.853444757E1,1.099999994E-1,5.979999900E-1,3.499999940E-1
5.853939227E1,1.099999994E-1,5.979999900E-1,3.499999940E-1
5.854433696E1,1.099999994E-1,5.979999900E-1,3.499999940E-1
5.854928178E1,-2.090000063E-1,4.480000138E-1,5.730000138E-1
5.855422661E1,-2.090000063E-1,4.480000138E-1,5.730000138E-1
5.855917144E1,-2.090000063E-1,4.480000138E-1,5.730000138E-1
5.856411642E1,-4.140000045E-1,3.280000091E-1,7.429999709E-1
5.856906149E1,-4.140000045E-1,3.280000091E-1,7.429999709E-1
5.857400656E1,-4.140000045E-1,3.280000091E-1,7.429999709E-1
5.857895229E1,-5.350000262E-1,3.819999993E-1,6.259999871E-1
5.858389894E1,-5.350000262E-1,3.819999993E-1,6.259999871E-1
5.858884559E1,-5.350000262E-1,3.819999993E-1,6.259999871E-1
5.859379191E1,-3.560000062E-1,2.890000045E-1,4.799999893E-1
5.859873712E1,-3.560000062E-1,2.890000045E-1,4.799999893E-1
5.860368232E1,-3.560000062E-1,2.890000045E-1,4.799999893E-1
5.860862751E1,-3.560000062E-1,2.890000045E-1,4.799999893E-1
5.861357349E1,-1.260000020E-1,-2.829999924E-1,1.180999994E0
5.861851942E1,-1.260000020E-1,-2.829999924E-1,1.180999994E0
5.862346535E1,-1.260000020E-1,-2.829999924E-1,1.180999994E0
5.862841027E1,9.999999776E-3,-5.000000000E-1,1.904999971E0
5.863335499E1,9.999999776E-3,-5.000000000E-1,1.904999971E0
5.863829971E1,9.999999776E-3,-5.000000000E-1,1.904999971E0
5.864324489E1,6.599999964E-2,-3.689999878E-1,2.190000057E0
5.864819039E1,6.599999964E-2,-3.689999878E-1,2.190000057E0
5.865313589E1,6.599999964E-2,-3.689999878E-1,2.190000057E0
5.865808147E1,-1.930000037E-1,-5.720000267E-1,1.955000043E0
5.866302721E1,-1.930000037E-1,-5.720000267E-1,1.955000043E0
5.866797295E1,-1.930000037E-1,-5.720000267E-1,1.955000043E0
5.867291856E1,-1.969999969E-1,-4.309999943E-1,2.375000000E0
5.867786356E1,-1.969999969E-1,-4.309999943E-1,2.375000000E0
5.868280857E1,-1.969999969E-1,-4.309999943E-1,2.375000000E0
5.868775357E1,-1.969999969E-1,-4.309999943E-1,2.375000000E0
5.869269944E1,-1.800000072E-1,-3.689999878E-1,2.678999901E0
5.869764530E1,-1.800000072E-1,-3.689999878E-1,2.678999901E0
5.870259116E1,-1.800000072E-1,-3.689999878E-1,2.678999901E0
5.870753602E1,-8.299999684E-2,-2.259999961E-1,2.776000023E0
5.871248066E1,-8.299999684E-2,-2.259999961E-1,2.776000023E0
5.871742531E1,-8.299999684E-2,-2.259999961E-1,2.776000023E0
5.872237014E1,1.509999931E-1,0.000000000E0,2.805000067E0
5.872731514E1,1.509999931E-1,0.000000000E0,2.805000067E0
5.873226013E1,1.509999931E-1,0.000000000E0,2.805000067E0
5.873720506E1,3.160000145E-1,1.070000008E-1,2.288000107E0
5.874214995E1,3.160000145E-1,1.070000008E-1,2.288000107E0
5.874709483E1,3.160000145E-1,1.070000008E-1,2.288000107E0
5.875203986E1,2.099999934E-1,6.899999827E-2,1.598999977E0
5.875698517E1,2.099999934E-1,6.899999827E-2,1.598999977E0
5.876193048E1,2.099999934E-1,6.899999827E-2,1.598999977E0
5.876687579E1,2.099999934E-1,6.899999827E-2,1.598999977E0
5.877182134E1,3.880000114E-1,1.120000035E-1,1.159000039E0
5.877676689E1,3.880000114E-1,1.120000035E-1,1.159000039E0
5.878171245E1,3.880000114E-1,1.120000035E-1,1.159000039E0
5.878665715E1,5.200000107E-2,1.790000051E-1,7.580000162E-1
5.879160168E1,5.200000107E-2,1.790000051E-1,7.580000162E-1
5.879654620E1,5.200000107E-2,1.790000051E-1,7.580000162E-1
5.880149110E1,5.999999866E-2,2.269999981E-1,4.399999976E-1
5.880643621E1,5.999999866E-2,2.269999981E-1,4.399999976E-1
5.881138133E1,5.999999866E-2,2.269999981E-1,4.399999976E-1
5.881632629E1,8.200000226E-2,1.099999994E-2,6.570000052E-1
5.882127100E1,8.200000226E-2,1.099999994E-2,6.570000052E-1
5.882621572E1,8.200000226E-2,1.099999994E-2,6.570000052E-1
5.883116058E1,1.300000027E-2,-1.159999967E-1,9.899999946E-2
5.883610593E1,1.300000027E-2,-1.159999967E-1,9.899999946E-2
5.884105129E1,1.300000027E-2,-1.159999967E-1,9.899999946E-2
5.884599664E1,1.300000027E-2,-1.159999967E-1,9.899999946E-2
5.885094246E1,9.700000286E-2,-5.709999800E-1,-2.119999975E-1
5.885588825E1,9.700000286E-2,-5.709999800E-1,-2.119999975E-1
5.886083404E1,9.700000286E-2,-5.709999800E-1,-2.119999975E-1
5.886577952E1,1.899999976E-1,-7.149999738E-1,8.500000089E-2
5.887072499E1,1.899999976E-1,-7.149999738E-1,8.500000089E-2
5.887567045E1,1.899999976E-1,-7.149999738E-1,8.500000089E-2
5.888061564E1,1.220000014E-1,-5.080000162E-1,-1.010000035E-1
5.888556064E1,1.220000014E-1,-5.080000162E-1,-1.010000035E-1
5.889050565E1,1.220000014E-1,-5.080000162E-1,-1.010000035E-1
5.889545028E1,-1.270000041E-1,-2.319999933E-1,-1.197000027E0
5.890039442E1,-1.270000041E-1,-2.319999933E-1,-1.197000027E0
5.890533856E1,-1.270000041E-1,-2.319999933E-1,-1.197000027E0
5.891028274E1,-3.050000072E-1,-3.799999878E-2,-2.405999899E0
5.891522699E1,-3.050000072E-1,-3.799999878E-2,-2.405999899E0
5.892017124E1,-3.050000072E-1,-3.799999878E-2,-2.405999899E0
5.892511549E1,-3.050000072E-1,-3.799999878E-2,-2.405999899E0
5.893005981E1,-2.840000093E-1,-4.250000119E-1,-2.924999952E0
5.893500414E1,-2.840000093E-1,-4.250000119E-1,-2.924999952E0
5.893994846E1,-2.840000093E-1,-4.250000119E-1,-2.924999952E0
5.894489309E1,-3.540000021E-1,-3.919999897E-1,-2.365000010E0
5.894983777E1,-3.540000021E-1,-3.919999897E-1,-2.365000010E0
5.895478246E1,-3.540000021E-1,-3.919999897E-1,-2.365000010E0
5.895972708E1,-1.309999973E-1,-2.440000027E-1,-2.098999977E0
5.896467163E1,-1.309999973E-1,-2.440000027E-1,-2.098999977E0
5.896961617E1,-1.309999973E-1,-2.440000027E-1,-2.098999977E0
5.897456031E1,-7.000000216E-3,2.249999940E-1,-2.542999983E0
5.897950388E1,-7.000000216E-3,2.249999940E-1,-2.542999983E0
5.898444744E1,-7.000000216E-3,2.249999940E-1,-2.542999983E0
5.898939111E1,8.600000292E-2,9.899999946E-2,-3.459000111E0
5.899433515E1,8.600000292E-2,9.899999946E-2,-3.459000111E0
5.899927918E1,8.600000292E-2,9.899999946E-2,-3.459000111E0
5.900422322E1,8.600000292E-2,9.899999946E-2,-3.459000111E0
5.900916815E1,3.420000076E-1,5.910000205E-1,-3.806999922E0
5.901411305E1,3.420000076E-1,5.910000205E-1,-3.806999922E0
5.901905795E1,3.420000076E-1,5.910000205E-1,-3.806999922E0
5.902400245E1,3.059999943E-1,8.790000081E-1,-3.137000084E0
5.902894687E1,3.059999943E-1,8.790000081E-1,-3.137000084E0
5.903389130E1,3.059999943E-1,8.790000081E-1,-3.137000084E0
5.903883649E1,4.199999943E-2,7.680000067E-1,-2.089999914E0
5.904378215E1,4.199999943E-2,7.680000067E-1,-2.089999914E0
5.904872782E1,4.199999943E-2,7.680000067E-1,-2.089999914E0
5.905367291E1,-2.500000037E-2,8.320000172E-1,-1.422000051E0
5.905861722E1,-2.500000037E-2,8.320000172E-1,-1.422000051E0
5.906356153E1,-2.500000037E-2,8.320000172E-1,-1.422000051E0
5.906850593E1,9.000000358E-2,9.850000143E-1,-1.149000049E0
5.907345064E1,9.000000358E-2,9.850000143E-1,-1.149000049E0
5.907839535E1,9.000000358E-2,9.850000143E-1,-1.149000049E0
5.908334006E1,9.000000358E-2,9.850000143E-1,-1.149000049E0
5.908828583E1,2.829999924E-1,1.006999969E0,-9.029999971E-1
5.909323160E1,2.829999924E-1,1.006999969E0,-9.029999971E-1
5.909817736E1,2.829999924E-1,1.006999969E0,-9.029999971E-1
5.910312253E1,2.220000029E-1,7.179999948E-1,-4.850000143E-1
5.910806757E1,2.220000029E-1,7.179999948E-1,-4.850000143E-1
5.911301260E1,2.220000029E-1,7.179999948E-1,-4.850000143E-1
5.911795763E1,1.990000010E-1,4.460000098E-1,3.000000119E-1
5.912290261E1,1.990000010E-1,4.460000098E-1,3.000000119E-1
5.912784760E1,1.990000010E-1,4.460000098E-1,3.000000119E-1
5.913279233E1,2.809999883E-1,4.370000064E-1,7.239999771E-1
5.913773676E1,2.809999883E-1,4.370000064E-1,7.239999771E-1
5.914268119E1,2.809999883E-1,4.370000064E-1,7.239999771E-1
5.914762541E1,1.799999923E-2,3.589999974E-1,1.075000048E0
5.915256898E1,1.799999923E-2,3.589999974E-1,1.075000048E0
5.915751254E1,1.799999923E-2,3.589999974E-1,1.075000048E0
5.916245611E1,1.799999923E-2,3.589999974E-1,1.075000048E0
5.916740055E1,-6.300000101E-2,-2.280000001E-1,1.703999996E0
5.917234496E1,-6.300000101E-2,-2.280000001E-1,1.703999996E0
5.917728938E1,-6.300000101E-2,-2.280000001E-1,1.703999996E0
5.918223398E1,-2.560000122E-1,-2.549999952E-1,2.236000061E0
5.918717859E1,-2.560000122E-1,-2.549999952E-1,2.236000061E0
5.919212320E1,-2.560000122E-1,-2.549999952E-1,2.236000061E0
5.919706791E1,-2.579999864E-1,-2.569999993E-1,2.411999941E0
5.920201274E1,-2.579999864E-1,-2.569999993E-1,2.411999941E0
5.920695757E1,-2.579999864E-1,-2.569999993E-1,2.411999941E0
5.921190238E1,-4.729999900E-1,-4.749999940E-1,1.998999953E0
5.921684717E1,-4.729999900E-1,-4.749999940E-1,1.998999953E0
5.922179195E1,-4.729999900E-1,-4.749999940E-1,1.998999953E0
5.922673659E1,-6.420000196E-1,-5.509999990E-1,2.213000059E0
5.923168082E1,-6.420000196E-1,-5.509999990E-1,2.213000059E0
5.923662506E1,-6.420000196E-1,-5.509999990E-1,2.213000059E0
5.924156929E1,-6.420000196E-1,-5.509999990E-1,2.213000059E0
5.924651448E1,-6.399999857E-1,-5.899999738E-1,2.743000031E0
5.925145967E1,-6.399999857E-1,-5.899999738E-1,2.743000031E0
5.925640485E1,-6.399999857E-1,-5.899999738E-1,2.743000031E0
5.926134878E1,-5.360000134E-1,-5.299999714E-1,2.858999968E0
5.926629237E1,-5.360000134E-1,-5.299999714E-1,2.858999968E0
5.927123596E1,-5.360000134E-1,-5.299999714E-1,2.858999968E0
5.927618032E1,-2.759999931E-1,-5.649999976E-1,2.778000116E0
5.928112519E1,-2.759999931E-1,-5.649999976E-1,2.778000116E0
5.928607006E1,-2.759999931E-1,-5.649999976E-1,2.778000116E0
5.929101485E1,2.800000086E-2,-2.739999890E-1,2.311000109E0
5.929595959E1,2.800000086E-2,-2.739999890E-1,2.311000109E0
5.930090433E1,2.800000086E-2,-2.739999890E-1,2.311000109E0
5.930584894E1,1.099999994E-1,-5.000000075E-2,1.587000012E0
5.931079299E1,1.099999994E-1,-5.000000075E-2,1.587000012E0
5.931573703E1,1.099999994E-1,-5.000000075E-2,1.587000012E0
5.932068104E1,1.099999994E-1,-5.000000075E-2,1.587000012E0
5.932562669E1,9.700000286E-2,5.400000140E-2,9.039999843E-1
5.933057233E1,9.700000286E-2,5.400000140E-2,9.039999843E-1
5.933551797E1,9.700000286E-2,5.400000140E-2,9.039999843E-1
5.934046262E1,1.330000013E-1,4.600000009E-2,1.090000033E0
5.934540707E1,1.330000013E-1,4.600000009E-2,1.090000033E0
5.935035153E1,1.330000013E-1,4.600000009E-2,1.090000033E0
5.935529609E1,-1.059999987E-1,-2.500000000E-1,7.160000205E-1
5.936024068E1,-1.059999987E-1,-2.500000000E-1,7.160000205E-1
5.936518527E1,-1.059999987E-1,-2.500000000E-1,7.160000205E-1
5.937012972E1,-2.300000004E-2,3.000000026E-3,3.819999993E-1
5.937507396E1,-2.300000004E-2,3.000000026E-3,3.819999993E-1
5.938001819E1,-2.300000004E-2,3.000000026E-3,3.819999993E-1
5.938496217E1,-1.220000014E-1,-4.749999940E-1,-2.800000086E-2
5.938990525E1,-1.220000014E-1,-4.749999940E-1,-2.800000086E-2
5.939484834E1,-1.220000014E-1,-4.749999940E-1,-2.800000086E-2
5.939979142E1,-1.220000014E-1,-4.749999940E-1,-2.800000086E-2
5.940473596E1,-1.389999986E-1,-3.910000026E-1,-3.039999902E-1
5.940968050E1,-1.389999986E-1,-3.910000026E-1,-3.039999902E-1
5.941462503E1,-1.389999986E-1,-3.910000026E-1,-3.039999902E-1
5.941956957E1,-4.530000091E-1,-4.090000093E-1,-1.999999955E-2
5.942451407E1,-4.530000091E-1,-4.090000093E-1,-1.999999955E-2
5.942945857E1,-4.530000091E-1,-4.090000093E-1,-1.999999955E-2
5.943440291E1,-3.510000110E-1,-2.450000048E-1,9.499999881E-2
5.943934715E1,-3.510000110E-1,-2.450000048E-1,9.499999881E-2
5.944429138E1,-3.510000110E-1,-2.450000048E-1,9.499999881E-2
5.944923587E1,4.899999872E-2,-1.539999992E-1,-3.079999983E-1
5.945418069E1,4.899999872E-2,-1.539999992E-1,-3.079999983E-1
5.945912552E1,4.899999872E-2,-1.539999992E-1,-3.079999983E-1
5.946407024E1,7.299999893E-2,-9.799999744E-2,-1.251000047E0
5.946901457E1,7.299999893E-2,-9.799999744E-2,-1.251000047E0
5.947395890E1,7.299999893E-2,-9.799999744E-2,-1.251000047E0
5.947890322E1,7.299999893E-2,-9.799999744E-2,-1.251000047E0
5.948384763E1,-1.089999974E-1,-1.920000017E-1,-1.949000001E0
5.948879203E1,-1.089999974E-1,-1.920000017E-1,-1.949000001E0
5.949373642E1,-1.089999974E-1,-1.920000017E-1,-1.949000001E0
5.949868044E1,-1.959999949E-1,-9.259999990E-1,-1.254999995E0
5.950362439E1,-1.959999949E-1,-9.259999990E-1,-1.254999995E0
5.950856833E1,-1.959999949E-1,-9.259999990E-1,-1.254999995E0
5.951351336E1,-6.150000095E-1,-7.599999905E-1,-1.037999988E0
5.951845902E1,-6.150000095E-1,-7.599999905E-1,-1.037999988E0
5.952340469E1,-6.150000095E-1,-7.599999905E-1,-1.037999988E0
5.952834969E1,-1.021999955E0,-3.779999912E-1,-1.815000057E0
5.953329384E1,-1.021999955E0,-3.779999912E-1,-1.815000057E0
5.953823798E1,-1.021999955E0,-3.779999912E-1,-1.815000057E0
5.954318214E1,-1.087000012E0,1.089999974E-1,-2.891000032E0
5.954812628E1,-1.087000012E0,1.089999974E-1,-2.891000032E0
5.955307041E1,-1.087000012E0,1.089999974E-1,-2.891000032E0
5.955801455E1,-1.087000012E0,1.089999974E-1,-2.891000032E0
5.956295903E1,-1.949999928E-1,1.065999985E0,-4.691999912E0
5.956790347E1,-1.949999928E-1,1.065999985E0,-4.691999912E0
5.957284792E1,-1.949999928E-1,1.065999985E0,-4.691999912E0
5.957779350E1,-8.299999684E-2,1.559999943E0,-4.610000134E0
5.958273934E1,-8.299999684E-2,1.559999943E0,-4.610000134E0
5.958768517E1,-8.299999684E-2,1.559999943E0,-4.610000134E0
5.959263026E1,-3.440000117E-1,1.707999945E0,-3.358000040E0
5.959757488E1,-3.440000117E-1,1.707999945E0,-3.358000040E0
5.960251951E1,-3.440000117E-1,1.707999945E0,-3.358000040E0
5.960746415E1,2.269999981E-1,9.660000205E-1,-1.608999968E0
5.961240886E1,2.269999981E-1,9.660000205E-1,-1.608999968E0
5.961735357E1,2.269999981E-1,9.660000205E-1,-1.608999968E0
5.962229828E1,8.709999919E-1,7.000000216E-3,-3.610000014E-1
5.962724290E1,8.709999919E-1,7.000000216E-3,-3.610000014E-1
5.963218753E1,8.709999919E-1,7.000000216E-3,-3.610000014E-1
5.963713214E1,8.709999919E-1,7.000000216E-3,-3.610000014E-1
5.964207673E1,3.869999945E-1,1.909999996E-1,2.500000000E-1
5.964702135E1,3.869999945E-1,1.909999996E-1,2.500000000E-1
5.965196597E1,3.869999945E-1,1.909999996E-1,2.500000000E-1
5.965691002E1,9.999999776E-3,2.739999890E-1,2.049999982E-1
5.966185397E1,9.999999776E-3,2.739999890E-1,2.049999982E-1
5.966679791E1,9.999999776E-3,2.739999890E-1,2.049999982E-1
5.967174229E1,-4.769999981E-1,4.339999855E-1,2.300000004E-2
5.967668690E1,-4.769999981E-1,4.339999855E-1,2.300000004E-2
5.968163151E1,-4.769999981E-1,4.339999855E-1,2.300000004E-2
5.968657713E1,-4.900000095E-1,4.720000029E-1,1.209999993E-1
5.969152416E1,-4.900000095E-1,4.720000029E-1,1.209999993E-1
5.969647120E1,-4.900000095E-1,4.720000029E-1,1.209999993E-1
5.970141812E1,-6.850000024E-1,6.430000067E-1,6.980000138E-1
5.970636466E1,-6.850000024E-1,6.430000067E-1,6.980000138E-1
5.971131121E1,-6.850000024E-1,6.430000067E-1,6.980000138E-1
5.971625775E1,-6.850000024E-1,6.430000067E-1,6.980000138E-1
5.972120435E1,-9.200000167E-1,7.630000114E-1,8.009999990E-1
5.972615096E1,-9.200000167E-1,7.630000114E-1,8.009999990E-1
5.973109757E1,-9.200000167E-1,7.630000114E-1,8.009999990E-1
5.973604346E1,8.000000380E-3,9.950000048E-1,1.458999991E0
5.974098916E1,8.000000380E-3,9.950000048E-1,1.458999991E0
5.974593487E1,8.000000380E-3,9.950000048E-1,1.458999991E0
5.975088116E1,2.630000114E-1,2.720000148E-1,8.669999838E-1
5.975582789E1,2.630000114E-1,2.720000148E-1,8.669999838E-1
5.976077461E1,2.630000114E-1,2.720000148E-1,8.669999838E-1
5.976572080E1,6.200000048E-1,2.329999954E-1,4.339999855E-1
5.977066627E1,6.200000048E-1,2.329999954E-1,4.339999855E-1
5.977561173E1,6.200000048E-1,2.329999954E-1,4.339999855E-1
5.978055752E1,4.480000138E-1,-2.759999931E-1,8.199999928E-1
5.978550443E1,4.480000138E-1,-2.759999931E-1,8.199999928E-1
5.979045135E1,4.480000138E-1,-2.759999931E-1,8.199999928E-1
5.979539826E1,4.480000138E-1,-2.759999931E-1,8.199999928E-1
5.980034229E1,5.379999876E-1,-3.409999907E-1,2.523999929E0
5.980528636E1,5.379999876E-1,-3.409999907E-1,2.523999929E0
5.981023044E1,5.379999876E-1,-3.409999907E-1,2.523999929E0
5.981517555E1,5.379999876E-1,-7.229999900E-1,3.706000090E0
5.982012090E1,5.379999876E-1,-7.229999900E-1,3.706000090E0
5.982506626E1,5.379999876E-1,-7.229999900E-1,3.706000090E0
5.983001151E1,5.740000010E-1,-8.240000010E-1,4.059999943E0
5.983495670E1,5.740000010E-1,-8.240000010E-1,4.059999943E0
5.983990190E1,5.740000010E-1,-8.240000010E-1,4.059999943E0
5.984484695E1,1.620000005E-1,-5.950000286E-1,2.970999956E0
5.984979186E1,1.620000005E-1,-5.950000286E-1,2.970999956E0
5.985473676E1,1.620000005E-1,-5.950000286E-1,2.970999956E0
5.985968171E1,4.510000050E-1,-2.380000055E-1,2.382999897E0
5.986462690E1,4.510000050E-1,-2.380000055E-1,2.382999897E0
5.986957210E1,4.510000050E-1,-2.380000055E-1,2.382999897E0
5.987451728E1,4.510000050E-1,-2.380000055E-1,2.382999897E0
5.987946191E1,4.709999859E-1,1.570000052E-1,1.169000030E0
5.988440655E1,4.709999859E-1,1.570000052E-1,1.169000030E0
5.988935120E1,4.709999859E-1,1.570000052E-1,1.169000030E0
5.989429714E1,4.099999964E-1,4.699999839E-2,8.690000176E-1
5.989924336E1,4.099999964E-1,4.699999839E-2,8.690000176E-1
5.990418957E1,4.099999964E-1,4.699999839E-2,8.690000176E-1
5.990913573E1,2.890000045E-1,4.699999839E-2,9.570000172E-1
5.991408182E1,2.890000045E-1,4.699999839E-2,9.570000172E-1
5.991902790E1,2.890000045E-1,4.699999839E-2,9.570000172E-1
5.992397392E1,1.300000027E-2,-1.190000027E-1,1.042000055E0
5.992891989E1,1.300000027E-2,-1.190000027E-1,1.042000055E0
5.993386585E1,1.300000027E-2,-1.190000027E-1,1.042000055E0
5.993881184E1,1.729999930E-1,-3.880000114E-1,8.569999933E-1
5.994375787E1,1.729999930E-1,-3.880000114E-1,8.569999933E-1
5.994870390E1,1.729999930E-1,-3.880000114E-1,8.569999933E-1
5.995364993E1,1.729999930E-1,-3.880000114E-1,8.569999933E-1
5.995859535E1,4.539999962E-1,-5.910000205E-1,1.098999977E0
5.996354083E1,4.539999962E-1,-5.910000205E-1,1.098999977E0
5.996848632E1,4.539999962E-1,-5.910000205E-1,1.098999977E0
5.997343190E1,5.690000057E-1,-5.960000157E-1,9.520000219E-1
5.997837750E1,5.690000057E-1,-5.960000157E-1,9.520000219E-1
5.998332310E1,5.690000057E-1,-5.960000157E-1,9.520000219E-1
5.998826803E1,7.540000081E-1,-6.779999733E-1,4.939999878E-1
5.999321256E1,7.540000081E-1,-6.779999733E-1,4.939999878E-1
5.999815708E1,7.540000081E-1,-6.779999733E-1,4.939999878E-1
6.000310151E1,4.580000043E-1,-2.960000038E-1,-1.539999992E-1
6.000804582E1,4.580000043E-1,-2.960000038E-1,-1.539999992E-1
6.001299012E1,4.580000043E-1,-2.960000038E-1,-1.539999992E-1
6.001793481E1,-5.299999937E-2,-2.199999988E-2,-1.209999993E-1
6.002288098E1,-5.299999937E-2,-2.199999988E-2,-1.209999993E-1
6.002782715E1,-5.299999937E-2,-2.199999988E-2,-1.209999993E-1
6.003277332E1,-5.299999937E-2,-2.199999988E-2,-1.209999993E-1
6.003771879E1,-4.059999883E-1,3.869999945E-1,-5.920000076E-1
6.004266425E1,-4.059999883E-1,3.869999945E-1,-5.920000076E-1
6.004760971E1,-4.059999883E-1,3.869999945E-1,-5.920000076E-1
6.005255588E1,-2.960000038E-1,3.750000000E-1,-1.883000016E0
6.005750222E1,-2.960000038E-1,3.750000000E-1,-1.883000016E0
6.006244857E1,-2.960000038E-1,3.750000000E-1,-1.883000016E0
6.006739513E1,-2.049999982E-1,8.699999750E-2,-2.966000080E0
6.007234179E1,-2.049999982E-1,8.699999750E-2,-2.966000080E0
6.007728844E1,-2.049999982E-1,8.699999750E-2,-2.966000080E0
6.008223442E1,4.099999964E-1,-1.570000052E-1,-2.894999981E0
6.008717943E1,4.099999964E-1,-1.570000052E-1,-2.894999981E0
6.009212444E1,4.099999964E-1,-1.570000052E-1,-2.894999981E0
6.009706955E1,3.350000083E-1,-1.930000037E-1,-2.315000057E0
6.010201491E1,3.350000083E-1,-1.930000037E-1,-2.315000057E0
6.010696026E1,3.350000083E-1,-1.930000037E-1,-2.315000057E0
6.011190562E1,3.350000083E-1,-1.930000037E-1,-2.315000057E0
6.011685064E1,2.199999988E-1,-1.819999963E-1,-2.095000029E0
6.012179567E1,2.199999988E-1,-1.819999963E-1,-2.095000029E0
6.012674070E1,2.199999988E-1,-1.819999963E-1,-2.095000029E0
6.013168659E1,-1.689999998E-1,-3.350000083E-1,-1.470000029E0
6.013663272E1,-1.689999998E-1,-3.350000083E-1,-1.470000029E0
6.014157884E1,-1.689999998E-1,-3.350000083E-1,-1.470000029E0
6.014652456E1,-1.024999976E0,1.739999950E-1,-1.493000031E0
6.015147005E1,-1.024999976E0,1.739999950E-1,-1.493000031E0
6.015641553E1,-1.024999976E0,1.739999950E-1,-1.493000031E0
6.016136075E1,-1.064000010E0,7.580000162E-1,-2.750999928E0
6.016630566E1,-1.064000010E0,7.580000162E-1,-2.750999928E0
6.017125057E1,-1.064000010E0,7.580000162E-1,-2.750999928E0
6.017619556E1,-8.989999890E-1,8.859999776E-1,-3.410000086E0
6.018114085E1,-8.989999890E-1,8.859999776E-1,-3.410000086E0
6.018608613E1,-8.989999890E-1,8.859999776E-1,-3.410000086E0
6.019103142E1,-8.989999890E-1,8.859999776E-1,-3.410000086E0
6.019597767E1,-1.700000018E-1,9.850000143E-1,-3.115999937E0
6.020092382E1,-1.700000018E-1,9.850000143E-1,-3.115999937E0
6.020586997E1,-1.700000018E-1,9.850000143E-1,-3.115999937E0
6.021081536E1,1.710000038E-1,1.261000037E0,-1.998999953E0
6.021576056E1,1.710000038E-1,1.261000037E0,-1.998999953E0
6.022070576E1,1.710000038E-1,1.261000037E0,-1.998999953E0
6.022565061E1,1.999999955E-2,1.171000004E0,-9.760000110E-1
6.023059523E1,1.999999955E-2,1.171000004E0,-9.760000110E-1
6.023553985E1,1.999999955E-2,1.171000004E0,-9.760000110E-1
6.024048404E1,-1.350000054E-1,5.329999924E-1,-6.230000257E-1
6.024542770E1,-1.350000054E-1,5.329999924E-1,-6.230000257E-1
6.025037136E1,-1.350000054E-1,5.329999924E-1,-6.230000257E-1
6.025531512E1,-4.569999874E-1,3.319999874E-1,-4.900000095E-1
6.026025915E1,-4.569999874E-1,3.319999874E-1,-4.900000095E-1
6.026520319E1,-4.569999874E-1,3.319999874E-1,-4.900000095E-1
6.027014722E1,-4.569999874E-1,3.319999874E-1,-4.900000095E-1
6.027509232E1,-3.479999900E-1,4.839999974E-1,-3.240000010E-1
6.028003741E1,-3.479999900E-1,4.839999974E-1,-3.240000010E-1
6.028498250E1,-3.479999900E-1,4.839999974E-1,-3.240000010E-1
6.028992817E1,-2.500000037E-2,3.750000000E-1,1.449999958E-1
6.029487396E1,-2.500000037E-2,3.750000000E-1,1.449999958E-1
6.029981975E1,-2.500000037E-2,3.750000000E-1,1.449999958E-1
6.030476493E1,3.720000088E-1,2.080000043E-1,1.050999999E0
